TransactionID,CustomerTenureYears,CustomerSegment,EstimatedIncome,CreditScore,RiskFlag,FraudProbability,ChannelType,CustomerBehaviorScore
TXN04571,7,Premium,2438821,649,High,0.183,Mobile,55
TXN04572,7,Mid Value,906013,752,Low,0.105,Mobile,36
TXN04573,2,Mid Value,353787,646,Low,0.017,Autopay,69
TXN04574,0,Mid Value,453617,576,High,0.008,Intent,9
TXN04575,4,Mid Value,3071450,720,Medium,0.08,Intent,37
TXN04576,2,Low Value,2418903,774,High,0.193,Intent,62
TXN04577,3,Premium,2783342,718,High,0.184,Intent,88
TXN04578,5,Premium,3081446,846,High,0.029,Autopay,93
TXN04579,2,High Value,1112856,650,Medium,0.136,Intent,58
TXN04580,7,Mid Value,1148026,743,Low,0.053,Autopay,12
TXN04581,1,Low Value,1127301,627,High,0.183,Intent,70
TXN04582,6,High Value,753337,743,Medium,0.124,Mobile,2
TXN04583,1,Low Value,1571363,559,Medium,0.156,Autopay,30
TXN04584,3,High Value,2558174,666,High,0.086,QR,6
TXN04585,6,Premium,368654,881,High,0.018,Mobile,8
TXN04586,4,Low Value,1481770,775,Low,0.195,Autopay,86
TXN04587,8,Mid Value,3196537,588,Low,0.161,Mobile,60
TXN04588,8,Mid Value,709075,613,Low,0.022,Autopay,97
TXN04589,6,Premium,1272122,669,Medium,0.121,Intent,31
TXN04590,6,Premium,2936790,848,Low,0.058,Autopay,68
TXN04591,3,Premium,1336686,861,High,0.043,QR,64
TXN04592,1,Premium,1763594,814,Medium,0.005,Autopay,79
TXN04593,5,Mid Value,624414,715,High,0.175,QR,4
TXN04594,1,Premium,710172,698,High,0.032,Autopay,68
TXN04595,8,Low Value,1985549,566,Low,0.171,Intent,56
TXN04596,5,High Value,2414750,710,Low,0.222,Intent,5
TXN04597,6,Premium,2632141,576,High,0.135,Intent,94
TXN04598,9,Premium,678361,737,Medium,0.085,Autopay,42
TXN04599,6,Mid Value,259302,682,High,0.18,Intent,67
TXN04600,1,Premium,1830315,843,Medium,0.186,Autopay,56
TXN04601,0,High Value,395966,860,Medium,0.077,QR,80
TXN04602,3,Low Value,1776372,646,Low,0.042,Mobile,5
TXN04603,0,Mid Value,3178709,626,Low,0.233,QR,40
TXN04604,2,High Value,1949531,593,Medium,0.027,QR,64
TXN04605,7,Premium,466733,677,High,0.149,Autopay,32
TXN04606,3,Mid Value,1976448,866,Low,0.16,Autopay,64
TXN04607,0,Mid Value,1793253,659,High,0.133,Intent,11
TXN04608,2,High Value,959524,761,High,0.099,Mobile,23
TXN04609,5,High Value,2825341,715,Low,0.125,Mobile,17
TXN04610,8,Premium,3176886,570,High,0.034,QR,89
TXN04611,3,Premium,1859963,695,Low,0.2,Mobile,70
TXN04612,3,Mid Value,2931171,766,High,0.031,Intent,86
TXN04613,1,Mid Value,1941156,753,Low,0.046,Autopay,39
TXN04614,8,Mid Value,1531806,642,Medium,0.032,Intent,44
TXN04615,3,Mid Value,1786032,741,High,0.245,Intent,85
TXN04616,1,High Value,1476393,840,Medium,0.068,Intent,36
TXN04617,5,Premium,2760323,557,Low,0.204,Mobile,61
TXN04618,2,Premium,1810439,673,High,0.21,QR,9
TXN04619,2,Low Value,1058421,634,Medium,0.149,Intent,93
TXN04620,5,High Value,1187895,703,Medium,0.249,Intent,90
TXN04621,6,High Value,1161901,833,High,0.012,Autopay,20
TXN04622,2,Low Value,3012164,607,Medium,0.229,QR,15
TXN04623,1,Mid Value,2809458,893,High,0.07,QR,96
TXN04624,1,Mid Value,952550,658,High,0.117,QR,33
TXN04625,8,Low Value,1515058,777,High,0.171,QR,25
TXN04626,9,Premium,683885,610,Low,0.046,Autopay,39
TXN04627,5,Low Value,860686,581,Medium,0.05,QR,36
TXN04628,9,Premium,1607227,886,Medium,0.116,Autopay,65
TXN04629,9,Premium,216906,711,Medium,0.208,QR,44
TXN04630,2,Mid Value,1076838,637,Medium,0.187,Mobile,72
TXN04631,9,High Value,2617781,770,High,0.175,Autopay,86
TXN04632,7,Premium,1304627,791,High,0.089,Mobile,3
TXN04633,0,Premium,549039,839,Low,0.101,Autopay,96
TXN04634,2,Mid Value,336677,721,Low,0.026,Intent,50
TXN04635,9,Mid Value,2539278,715,Low,0.104,Autopay,96
TXN04636,9,High Value,386057,587,Low,0.14,Autopay,98
TXN04637,0,Low Value,1130651,564,Medium,0.05,QR,7
TXN04638,9,Low Value,2532076,846,High,0.013,Autopay,68
TXN04639,1,Low Value,342393,882,Medium,0.031,Mobile,23
TXN04640,0,Mid Value,3109670,811,Medium,0.075,QR,81
TXN04641,9,Low Value,2178082,595,High,0.156,QR,11
TXN04642,4,Premium,1718612,761,High,0.206,Intent,54
TXN04643,7,Mid Value,946489,752,High,0.073,Mobile,5
TXN04644,6,Mid Value,3171542,635,Medium,0.099,Mobile,82
TXN04645,9,Low Value,1464624,888,Low,0.049,QR,42
TXN04646,4,High Value,791549,793,Medium,0.106,Mobile,97
TXN04647,4,High Value,1272439,820,High,0.067,Mobile,48
TXN04648,0,Low Value,1463335,803,Low,0.114,QR,81
TXN04649,8,Premium,1327419,680,Low,0.229,Intent,37
TXN04650,7,Premium,304615,757,Low,0.246,Autopay,74
TXN04651,0,Low Value,1932389,757,Medium,0.001,Autopay,17
TXN04652,1,High Value,2997125,791,High,0.046,Autopay,36
TXN04653,9,Low Value,1680581,781,Medium,0.237,Mobile,45
TXN04654,1,High Value,1097838,819,Medium,0.183,Autopay,60
TXN04655,6,Premium,791155,586,Low,0.124,Autopay,56
TXN04656,1,Low Value,1535616,665,Medium,0.188,Intent,77
TXN04657,5,Mid Value,1659675,823,High,0.245,Autopay,11
TXN04658,4,Low Value,2785328,604,Medium,0.206,QR,81
TXN04659,8,Premium,2660651,870,Low,0.126,QR,94
TXN04660,5,High Value,744008,651,Medium,0.007,Autopay,87
TXN04661,8,Low Value,1363450,775,Medium,0.105,QR,14
TXN04662,4,High Value,1882258,738,Low,0.196,Mobile,16
TXN04663,8,Low Value,1779091,649,Medium,0.093,QR,98
TXN04664,3,Low Value,2449237,633,High,0.026,Mobile,28
TXN04665,5,Low Value,1847613,558,Low,0.126,Intent,41
TXN04666,9,Mid Value,1671491,713,Medium,0.207,QR,72
TXN04667,1,Low Value,1069006,697,Medium,0.03,Intent,54
TXN04668,5,High Value,1898092,875,Low,0.199,Autopay,11
TXN04669,4,Low Value,2773228,741,Medium,0.185,Autopay,34
TXN04670,2,High Value,2891027,881,High,0.218,QR,63
TXN04671,3,Mid Value,2334640,799,Low,0.118,QR,4
TXN04672,9,Premium,1994177,673,Low,0.077,Mobile,50
TXN04673,1,Mid Value,2158322,552,Medium,0.224,Intent,59
TXN04674,9,Low Value,1246613,692,High,0.139,QR,10
TXN04675,8,Premium,2452504,612,Medium,0.245,Mobile,36
TXN04676,9,High Value,1810313,861,Low,0.098,Mobile,51
TXN04677,0,Mid Value,486635,776,Low,0.152,Mobile,53
TXN04678,6,Premium,1576662,728,Medium,0.195,Autopay,92
TXN04679,2,High Value,1339691,620,Low,0.142,QR,62
TXN04680,7,High Value,2957713,841,Low,0.113,Mobile,99
TXN04681,2,Premium,2864873,836,High,0.096,Autopay,62
TXN04682,6,Premium,1221627,676,Medium,0.096,QR,90
TXN04683,9,Low Value,2456871,670,Medium,0.022,QR,24
TXN04684,6,Low Value,2435977,595,Medium,0.045,Mobile,19
TXN04685,3,Low Value,1021460,811,High,0.126,QR,75
TXN04686,7,Low Value,2688700,690,High,0.17,Intent,94
TXN04687,6,Mid Value,1361794,816,Low,0.22,Autopay,92
TXN04688,3,Mid Value,805062,604,High,0.161,QR,64
TXN04689,6,Mid Value,1639206,863,Low,0.14,Intent,8
TXN04690,7,Mid Value,752822,686,Medium,0.108,Intent,75
TXN04691,7,Premium,221681,876,Low,0.015,Intent,1
TXN04692,4,High Value,2915636,715,High,0.02,Autopay,56
TXN04693,1,Low Value,1697746,686,Low,0.24,QR,32
TXN04694,9,Mid Value,1318828,886,High,0.036,Autopay,84
TXN04695,0,High Value,472384,852,High,0.079,Autopay,68
TXN04696,7,High Value,2874549,726,High,0.083,Mobile,5
TXN04697,0,Premium,368938,882,High,0.043,Mobile,63
TXN04698,7,Low Value,1932841,832,High,0.165,Autopay,52
TXN04699,1,Low Value,2477882,628,High,0.204,Mobile,23
TXN04700,0,Low Value,859742,831,Medium,0.099,QR,43
TXN04701,4,Mid Value,265565,579,High,0.192,Intent,70
TXN04702,6,High Value,2724736,828,Medium,0.248,Mobile,55
TXN04703,5,High Value,3033068,651,Medium,0.031,Autopay,42
TXN04704,5,Mid Value,2447660,761,High,0.078,Autopay,94
TXN04705,5,High Value,2240240,776,High,0.003,Intent,76
TXN04706,3,Premium,1104195,867,Low,0.228,QR,61
TXN04707,4,High Value,2846360,559,Low,0.055,Mobile,66
TXN04708,3,Low Value,1945186,584,Medium,0.222,Mobile,41
TXN04709,7,Premium,493720,762,High,0.23,Autopay,33
TXN04710,4,High Value,364156,751,Medium,0.193,Mobile,23
TXN04711,6,Low Value,413133,662,Medium,0.011,Mobile,10
TXN04712,4,Mid Value,2931286,754,Low,0.199,Intent,53
TXN04713,4,Premium,1253867,878,Low,0.18,Mobile,13
TXN04714,2,Low Value,1042501,888,High,0.019,Autopay,3
TXN04715,9,Low Value,693954,707,Medium,0.093,Autopay,2
TXN04716,9,Premium,794216,601,Medium,0.185,Autopay,12
TXN04717,0,Premium,1567720,568,Low,0.016,QR,1
TXN04718,2,Low Value,992844,582,Low,0.207,QR,36
TXN04719,6,Low Value,2274877,732,Medium,0.06,Autopay,49
TXN04720,7,High Value,2896532,701,High,0.128,Mobile,46
TXN04721,7,High Value,1822868,883,Low,0.187,Autopay,11
TXN04722,7,High Value,1202955,838,Medium,0.014,Intent,59
TXN04723,4,High Value,1772549,868,High,0.006,QR,61
TXN04724,7,Mid Value,830065,840,Medium,0.103,Intent,95
TXN04725,6,Premium,2555368,624,Low,0.155,QR,44
TXN04726,0,Low Value,917830,563,High,0.195,QR,58
TXN04727,1,High Value,1710640,603,High,0.066,Intent,36
TXN04728,1,High Value,277140,747,Low,0.004,QR,29
TXN04729,9,Low Value,2986271,704,High,0.158,Autopay,30
TXN04730,1,Low Value,636795,722,Low,0.071,Mobile,42
TXN04731,5,High Value,2437228,607,Low,0.125,Mobile,92
TXN04732,9,Mid Value,1473184,808,Medium,0.248,Mobile,50
TXN04733,7,Low Value,372318,734,High,0.141,Intent,24
TXN04734,1,High Value,990812,848,Low,0.066,Mobile,20
TXN04735,8,Mid Value,2265497,893,High,0.013,QR,51
TXN04736,9,Mid Value,2952164,608,Medium,0.068,Autopay,81
TXN04737,6,High Value,1183213,570,High,0.222,Intent,64
TXN04738,9,Premium,2262472,644,Low,0.135,Autopay,97
TXN04739,0,Low Value,326081,631,Low,0.048,Intent,96
TXN04740,5,High Value,261143,889,Medium,0.114,QR,63
TXN04741,6,High Value,1413776,890,High,0.182,Autopay,71
TXN04742,6,Premium,501926,739,High,0.171,Mobile,45
TXN04743,3,Low Value,714288,750,High,0.111,QR,56
TXN04744,7,Mid Value,2224785,737,Low,0.008,QR,9
TXN04745,1,Mid Value,885323,875,Medium,0.129,Mobile,55
TXN04746,5,Premium,2082144,602,Low,0.161,Mobile,10
TXN04747,3,Premium,2264965,705,Low,0.205,Intent,68
TXN04748,3,Low Value,1027266,650,High,0.141,Mobile,19
TXN04749,6,Low Value,1937512,755,Low,0.088,QR,48
TXN04750,6,Premium,783285,584,Low,0.17,Intent,99
TXN04751,3,Premium,881034,744,High,0.12,Autopay,6
TXN04752,6,High Value,1582570,578,Medium,0.107,QR,30
TXN04753,4,Premium,2424878,758,Low,0.077,Mobile,65
TXN04754,1,Mid Value,1392041,886,High,0.086,Mobile,47
TXN04755,8,High Value,987906,895,Low,0.146,QR,87
TXN04756,2,High Value,674246,625,Medium,0.156,Intent,49
TXN04757,0,High Value,3195707,595,Low,0.157,QR,6
TXN04758,7,High Value,2912606,655,High,0.186,Autopay,58
TXN04759,6,Premium,399778,739,High,0.047,Mobile,73
TXN04760,8,High Value,1773462,820,High,0.002,Mobile,21
TXN04761,9,Low Value,1354189,581,Medium,0.242,QR,82
TXN04762,0,High Value,3067969,831,High,0.243,Autopay,16
TXN04763,2,Premium,1547262,591,Low,0.016,Intent,94
TXN04764,2,Mid Value,198012,757,High,0.186,Mobile,46
TXN04765,6,Mid Value,1952597,838,Medium,0.178,Intent,71
TXN04766,1,High Value,1329884,877,Low,0.144,QR,21
TXN04767,8,Low Value,2408855,880,Low,0.169,QR,3
TXN04768,8,Premium,579489,899,Low,0.022,QR,8
TXN04769,2,High Value,220319,855,Medium,0.203,Autopay,83
TXN04770,8,Low Value,2825092,732,Low,0.206,Intent,60
TXN04771,7,High Value,2287588,748,Medium,0.132,Mobile,27
TXN04772,5,Premium,1333559,626,High,0.244,Autopay,88
TXN04773,7,High Value,1458680,859,Low,0.098,QR,1
TXN04774,2,Mid Value,2069460,642,Low,0.235,Intent,97
TXN04775,8,High Value,2102754,575,Low,0.158,QR,27
TXN04776,9,Premium,456270,594,Medium,0.148,QR,21
TXN04777,7,Mid Value,1228797,682,Low,0.196,QR,31
TXN04778,5,High Value,615773,709,High,0.092,Autopay,20
TXN04779,3,High Value,1717044,774,High,0.022,Mobile,80
TXN04780,9,Low Value,3197022,831,High,0.05,Intent,8
TXN04781,5,Premium,777436,891,Low,0.071,Mobile,58
TXN04782,8,High Value,1919514,825,Medium,0.058,Intent,1
TXN04783,5,Mid Value,1884798,722,Low,0.153,Autopay,89
TXN04784,8,Mid Value,2731331,677,High,0.203,QR,13
TXN04785,2,Mid Value,295691,556,High,0.103,Intent,85
TXN04786,5,High Value,2653685,793,Medium,0.025,Intent,98
TXN04787,6,Premium,386493,881,Low,0.083,Mobile,11
TXN04788,9,Mid Value,2162504,746,High,0.107,Autopay,54
TXN04789,2,Mid Value,1428588,584,Low,0.012,QR,10
TXN04790,6,Premium,2151073,602,Medium,0.242,Mobile,77
TXN04791,7,High Value,1687587,688,High,0.246,Autopay,90
TXN04792,2,Mid Value,1344614,772,High,0.048,QR,2
TXN04793,8,Mid Value,1395034,653,Medium,0.204,Mobile,9
TXN04794,4,Mid Value,905692,656,Medium,0.105,Intent,6
TXN04795,8,Low Value,239466,620,Medium,0.161,Autopay,87
TXN04796,1,Mid Value,995474,689,Medium,0.23,Mobile,19
TXN04797,6,Low Value,1960616,590,Medium,0.027,QR,60
TXN04798,0,Low Value,2266578,841,Low,0.197,Mobile,99
TXN04799,2,Premium,1395821,745,High,0.05,Mobile,38
TXN04800,6,Low Value,2548512,709,High,0.079,Intent,54
TXN04801,0,Premium,2500885,784,High,0.042,Autopay,62
TXN04802,0,High Value,327070,860,Low,0.004,Mobile,65
TXN04803,7,Mid Value,3045072,610,Medium,0.084,Autopay,72
TXN04804,0,High Value,1691618,813,Medium,0.242,Mobile,59
TXN04805,2,Low Value,2408141,713,High,0.216,Intent,95
TXN04806,8,Premium,552327,873,Low,0.178,Intent,94
TXN04807,2,Mid Value,396460,739,Medium,0.06,QR,62
TXN04808,5,Low Value,626829,697,Low,0.094,Autopay,80
TXN04809,4,Low Value,1997061,635,Low,0.004,QR,77
TXN04810,0,Premium,1829974,820,Medium,0.21,Mobile,80
TXN04811,6,Mid Value,374934,719,Medium,0.204,Autopay,15
TXN04812,8,Low Value,1053269,576,High,0.094,QR,63
TXN04813,6,Low Value,3006508,659,Low,0.03,QR,58
TXN04814,0,High Value,3045102,834,Medium,0.097,Intent,61
TXN04815,4,Premium,1149776,759,High,0.218,Autopay,21
TXN04816,7,Mid Value,1093994,690,Low,0.13,Mobile,11
TXN04817,3,Low Value,507599,708,Low,0.002,Mobile,10
TXN04818,5,Premium,1405839,588,Medium,0.151,Autopay,77
TXN04819,2,Low Value,285894,800,High,0.235,Autopay,92
TXN04820,7,Low Value,1387020,646,Low,0.012,Autopay,24
TXN04821,9,Mid Value,2868034,773,Low,0.223,Mobile,88
TXN04822,2,Low Value,1531420,577,High,0.107,Mobile,71
TXN04823,1,High Value,2136172,763,Medium,0.183,QR,21
TXN04824,2,Premium,2743594,873,Medium,0.014,Intent,55
TXN04825,4,Premium,1529871,770,Medium,0.234,Intent,58
TXN04826,9,Low Value,2706248,748,High,0.235,Autopay,13
TXN04827,4,Low Value,2859397,720,High,0.233,QR,93
TXN04828,4,Mid Value,1505780,603,High,0.022,Intent,20
TXN04829,4,Low Value,1026918,669,Low,0.093,Autopay,92
TXN04830,0,Mid Value,1995348,716,High,0.041,QR,4
TXN04831,7,Premium,1743763,865,High,0.243,Intent,14
TXN04832,1,Premium,1419521,786,Medium,0.114,QR,69
TXN04833,9,Premium,344933,602,Medium,0.235,QR,3
TXN04834,6,Premium,774633,676,High,0.12,Mobile,78
TXN04835,5,Mid Value,3164441,639,Medium,0.165,Autopay,55
TXN04836,5,High Value,615458,753,Low,0.152,Mobile,4
TXN04837,3,Premium,2954637,615,High,0.097,Mobile,56
TXN04838,1,Mid Value,1580734,823,Medium,0.214,QR,67
TXN04839,3,High Value,1421761,594,High,0.055,Intent,12
TXN04840,4,Low Value,2045114,888,Low,0.085,Intent,30
TXN04841,9,High Value,334151,780,Low,0.162,Autopay,64
TXN04842,1,High Value,2144693,766,Low,0.249,Intent,5
TXN04843,2,Low Value,2159088,818,High,0.236,Intent,30
TXN04844,3,Mid Value,2615669,833,High,0.201,Intent,6
TXN04845,6,Mid Value,279162,770,High,0.122,Autopay,1
TXN04846,6,Mid Value,550225,896,High,0.079,Autopay,89
TXN04847,5,Low Value,2390792,677,Medium,0.132,Autopay,21
TXN04848,2,Premium,1873550,875,Low,0.18,Mobile,31
TXN04849,0,Premium,2169845,561,Low,0.103,Intent,90
TXN04850,5,Premium,2306613,824,High,0.005,Mobile,85
TXN04851,0,Premium,185046,858,Medium,0.151,Autopay,67
TXN04852,1,Mid Value,3041186,834,Medium,0.121,Intent,58
TXN04853,5,High Value,807044,798,Medium,0.205,Intent,25
TXN04854,3,Premium,2588724,612,High,0.114,Intent,79
TXN04855,9,Mid Value,1167491,862,Medium,0.238,Intent,64
TXN04856,5,Mid Value,452304,875,Medium,0.03,Intent,18
TXN04857,9,Mid Value,2212436,757,High,0.193,Autopay,78
TXN04858,6,Premium,742016,846,High,0.089,Autopay,31
TXN04859,6,Premium,458130,661,High,0.146,Intent,11
TXN04860,0,High Value,2607747,700,Medium,0.176,Mobile,2
TXN04861,3,Mid Value,263686,806,Medium,0.183,Autopay,56
TXN04862,5,Mid Value,3117305,877,Medium,0.045,QR,26
TXN04863,0,Mid Value,1756914,865,High,0.215,Autopay,91
TXN04864,0,Mid Value,1213948,742,Medium,0.096,QR,93
TXN04865,5,Premium,280074,741,High,0.129,QR,2
TXN04866,2,High Value,623827,615,Medium,0.084,Intent,75
TXN04867,5,High Value,2996807,723,High,0.204,Intent,34
TXN04868,0,Low Value,265569,877,Medium,0.136,Mobile,59
TXN04869,1,Mid Value,2516669,559,Medium,0.208,Intent,97
TXN04870,7,Mid Value,2631209,616,High,0.081,Intent,67
TXN04871,9,High Value,2739063,797,Low,0.181,Autopay,21
TXN04872,9,Low Value,2942385,718,Medium,0.246,Mobile,43
TXN04873,7,Mid Value,2596595,858,High,0.04,QR,37
TXN04874,8,Mid Value,2194666,638,High,0.089,Autopay,43
TXN04875,2,Mid Value,3119971,761,Medium,0.113,Intent,9
TXN04876,8,Low Value,392645,653,Low,0.158,Mobile,99
TXN04877,8,High Value,2529888,689,Medium,0.183,Autopay,97
TXN04878,2,Premium,2885762,763,Medium,0.038,Mobile,66
TXN04879,1,High Value,1992860,790,High,0.136,Mobile,97
TXN04880,7,Low Value,2236054,722,Low,0.074,QR,91
TXN04881,2,Low Value,2224520,649,High,0.006,Mobile,10
TXN04882,9,High Value,2203642,734,Low,0.167,Intent,27
TXN04883,3,Low Value,2145055,784,High,0.132,Mobile,41
TXN04884,6,Mid Value,1267000,618,High,0.004,Mobile,24
TXN04885,4,Low Value,2459438,807,High,0.234,Mobile,76
TXN04886,4,High Value,1976237,723,High,0.035,Intent,72
TXN04887,5,High Value,206284,758,Low,0.226,Autopay,89
TXN04888,6,High Value,2696462,605,High,0.204,Intent,11
TXN04889,9,Mid Value,889867,683,Low,0.027,Mobile,46
TXN04890,1,Premium,2776466,806,Medium,0.136,Intent,64
TXN04891,5,Low Value,1847696,835,High,0.226,Autopay,48
TXN04892,1,Mid Value,2038733,812,Low,0.181,QR,62
TXN04893,4,Mid Value,1906910,598,Low,0.03,Intent,44
TXN04894,5,Premium,2840385,664,Low,0.165,Intent,77
TXN04895,7,High Value,1664560,856,Medium,0.161,QR,94
TXN04896,2,Mid Value,906692,679,Medium,0.211,Autopay,89
TXN04897,6,Low Value,625558,729,Medium,0.239,Intent,29
TXN04898,2,Premium,2212043,589,High,0.139,QR,46
TXN04899,2,Low Value,2901002,669,Medium,0.059,Mobile,67
TXN04900,2,Low Value,2381087,854,High,0.019,Autopay,57
TXN04901,4,High Value,2853884,678,Medium,0.141,Intent,81
TXN04902,2,High Value,1655806,827,Medium,0.036,Autopay,21
TXN04903,9,Low Value,2865302,555,Medium,0.163,QR,44
TXN04904,8,Premium,2584368,714,Medium,0.03,Intent,14
TXN04905,1,Low Value,1105700,662,Low,0.174,Mobile,96
TXN04906,4,Low Value,3090294,567,Low,0.113,Mobile,37
TXN04907,6,Mid Value,1182401,654,High,0.045,Intent,3
TXN04908,2,Premium,3142505,719,High,0.061,Intent,80
TXN04909,5,Low Value,2742452,827,Medium,0.022,Mobile,18
TXN04910,1,High Value,3083685,863,Low,0.087,Intent,7
TXN04911,6,Low Value,2167141,576,Low,0.179,QR,58
TXN04912,6,High Value,1068457,712,High,0.169,Intent,6
TXN04913,5,Mid Value,1288811,711,Medium,0.128,QR,59
TXN04914,9,Low Value,2698368,864,Medium,0.238,Autopay,94
TXN04915,4,Mid Value,2735867,894,Medium,0.161,QR,63
TXN04916,0,Low Value,844280,872,Low,0.154,QR,51
TXN04917,0,Premium,1080213,693,High,0.015,Autopay,29
TXN04918,7,High Value,2985910,777,High,0.187,Mobile,98
TXN04919,3,Premium,1076281,886,Medium,0.067,Intent,56
TXN04920,3,Premium,1639723,609,High,0.063,Intent,94
TXN04921,5,High Value,1446787,786,High,0.026,QR,45
TXN04922,6,Mid Value,1857518,636,High,0.034,Mobile,43
TXN04923,3,Low Value,3183985,757,High,0.044,Mobile,15
TXN04924,1,High Value,967952,701,Medium,0.099,QR,97
TXN04925,6,Mid Value,2308221,616,Low,0.116,Intent,75
TXN04926,0,Low Value,755602,866,Low,0.013,QR,7
TXN04927,3,Mid Value,1040781,774,Low,0.128,Mobile,91
TXN04928,8,Low Value,1392560,634,Medium,0.13,Mobile,6
TXN04929,1,Premium,2990339,788,High,0.15,Intent,14
TXN04930,9,Premium,304405,688,Medium,0.116,Mobile,58
TXN04931,7,Low Value,2316821,613,Medium,0.131,Intent,54
TXN04932,8,High Value,1229445,862,Low,0.151,Intent,38
TXN04933,5,High Value,1694972,635,High,0.001,QR,16
TXN04934,6,Mid Value,1387159,705,Low,0.039,Autopay,38
TXN04935,3,Mid Value,1142201,604,High,0.133,QR,90
TXN04936,2,High Value,1810166,681,Medium,0.095,Autopay,44
TXN04937,3,Mid Value,2899778,672,High,0.244,QR,4
TXN04938,9,Low Value,1407630,722,Low,0.102,Mobile,28
TXN04939,5,High Value,1865817,610,Medium,0.124,Mobile,81
TXN04940,9,Mid Value,2103620,759,High,0.176,Autopay,80
TXN04941,2,Premium,2567565,659,Low,0.138,QR,78
TXN04942,6,Mid Value,2072199,779,High,0.219,Intent,38
TXN04943,6,Mid Value,3061905,581,High,0.169,Autopay,11
TXN04944,2,Mid Value,691693,589,High,0.144,QR,85
TXN04945,2,Low Value,2209474,651,Low,0.219,Intent,90
TXN04946,5,Low Value,2599921,878,Low,0.104,QR,71
TXN04947,8,High Value,1069088,619,Medium,0.135,Autopay,87
TXN04948,6,Mid Value,1616827,896,Low,0.224,QR,18
TXN04949,8,High Value,194029,664,Medium,0.177,Autopay,31
TXN04950,5,Low Value,2870641,684,Low,0.105,QR,27
TXN04951,7,Premium,2486096,835,High,0.149,Autopay,80
TXN04952,6,Low Value,2992791,558,Medium,0.088,Autopay,80
TXN04953,0,High Value,961809,574,High,0.123,Intent,16
TXN04954,6,Low Value,284702,836,Medium,0.221,Intent,88
TXN04955,4,High Value,1956297,607,High,0.137,Intent,68
TXN04956,4,High Value,3108524,637,Medium,0.077,Mobile,8
TXN04957,4,Low Value,2309878,670,Low,0.243,Mobile,58
TXN04958,2,Premium,1031765,882,Low,0.043,Mobile,21
TXN04959,3,Low Value,680580,684,Low,0.14,Intent,27
TXN04960,4,Premium,1429114,585,High,0.003,QR,21
TXN04961,2,Mid Value,2632372,859,Medium,0.002,QR,99
TXN04962,5,High Value,1792075,702,Medium,0.036,Mobile,55
TXN04963,7,Low Value,2715667,841,Low,0.022,Autopay,65
TXN04964,6,Premium,3136981,747,Low,0.132,QR,16
TXN04965,4,Low Value,1874153,812,High,0.139,QR,88
TXN04966,8,High Value,452916,737,Low,0.017,Intent,39
TXN04967,4,Mid Value,2345170,657,Medium,0.12,Autopay,89
TXN04968,7,Low Value,195969,866,Medium,0.173,Mobile,37
TXN04969,2,High Value,3108412,560,High,0.113,QR,7
TXN04970,8,High Value,2085052,686,Medium,0.132,Intent,61
TXN04971,4,Low Value,2099972,622,High,0.054,QR,59
TXN04972,0,High Value,963135,729,Low,0.026,Autopay,69
TXN04973,2,High Value,2652173,867,Medium,0.221,Intent,63
TXN04974,3,Mid Value,1763232,733,High,0.169,Mobile,77
TXN04975,1,Low Value,3098514,834,High,0.038,QR,75
TXN04976,6,Low Value,2957594,842,High,0.185,Intent,90
TXN04977,2,Low Value,2427324,874,High,0.173,Intent,90
TXN04978,5,Premium,809010,704,Low,0.039,Intent,95
TXN04979,6,High Value,3182733,670,Medium,0.216,Mobile,14
TXN04980,5,Premium,2363138,592,Medium,0.004,Autopay,75
TXN04981,9,Premium,855280,859,Medium,0.217,Autopay,27
TXN04982,4,Premium,1393084,790,High,0.04,Intent,45
TXN04983,8,Low Value,1589150,853,Low,0.156,Mobile,98
